211
      211.000
      0.00000
      195.900      224.400
cm^5 DN s^{-1} sr^{-1}
CHIANTI8.0.2
         200     200
       4.0000000       4.0201006       4.0402012       4.0603013       4.0804019
       4.1005025       4.1206031       4.1407037       4.1608038       4.1809044
       4.2010050       4.2211056       4.2412062       4.2613068       4.2814069
       4.3015075       4.3216081       4.3417087       4.3618093       4.3819094
       4.4020100       4.4221106       4.4422112       4.4623117       4.4824119
       4.5025125       4.5226130       4.5427136       4.5628142       4.5829144
       4.6030149       4.6231155       4.6432161       4.6633167       4.6834173
       4.7035174       4.7236180       4.7437186       4.7638192       4.7839193
       4.8040199       4.8241205       4.8442211       4.8643217       4.8844223
       4.9045224       4.9246230       4.9447236       4.9648242       4.9849248
       5.0050249       5.0251255       5.0452261       5.0653267       5.0854273
       5.1055279       5.1256280       5.1457286       5.1658292       5.1859298
       5.2060299       5.2261305       5.2462311       5.2663317       5.2864323
       5.3065329       5.3266335       5.3467336       5.3668342       5.3869348
       5.4070354       5.4271355       5.4472361       5.4673367       5.4874372
       5.5075378       5.5276384       5.5477386       5.5678391       5.5879397
       5.6080403       5.6281404       5.6482410       5.6683416       5.6884422
       5.7085428       5.7286434       5.7487440       5.7688441       5.7889447
       5.8090453       5.8291454       5.8492460       5.8693466       5.8894472
       5.9095478       5.9296484       5.9497490       5.9698491       5.9899497
       6.0100503       6.0301504       6.0502510       6.0703516       6.0904522
       6.1105528       6.1306534       6.1507540       6.1708546       6.1909547
       6.2110553       6.2311559       6.2512560       6.2713566       6.2914572
       6.3115578       6.3316584       6.3517590       6.3718596       6.3919601
       6.4120603       6.4321609       6.4522610       6.4723616       6.4924622
       6.5125628       6.5326633       6.5527639       6.5728645       6.5929651
       6.6130652       6.6331658       6.6532664       6.6733665       6.6934671
       6.7135677       6.7336683       6.7537689       6.7738695       6.7939701
       6.8140707       6.8341708       6.8542714       6.8743715       6.8944721
       6.9145727       6.9346733       6.9547739       6.9748745       6.9949751
       7.0150757       7.0351758       7.0552764       7.0753770       7.0954771
       7.1155777       7.1356783       7.1557789       7.1758795       7.1959801
       7.2160807       7.2361813       7.2562814       7.2763820       7.2964821
       7.3165827       7.3366833       7.3567839       7.3768845       7.3969851
       7.4170856       7.4371862       7.4572864       7.4773870       7.4974875
       7.5175877       7.5376883       7.5577888       7.5778894       7.5979900
       7.6180906       7.6381912       7.6582913       7.6783919       7.6984925
       7.7185926       7.7386932       7.7587938       7.7788944       7.7989950
       7.8190956       7.8391962       7.8592968       7.8793969       7.8994975
       7.9195981       7.9396982       7.9597988       7.9798994       8.0000000
       8.0000000
   4.0369560e-40   8.1665358e-39   1.4698251e-37   2.3214852e-36   3.2038677e-35
   3.8810377e-34   4.1362159e-33   3.8511059e-32   3.1057047e-31   2.1651146e-30
   1.3106125e-29   6.9582109e-29   3.3144154e-28   1.4527185e-27   5.9866399e-27
   2.3579544e-26   8.9636327e-26   3.2915598e-25   1.1631036e-24   3.9191814e-24
   1.2443159e-23   3.6838611e-23   1.0101306e-22   2.5578870e-22   6.0383913e-22
   1.3529793e-21   2.9258723e-21   6.1910798e-21   1.2939299e-20   2.6765292e-20
   5.4673683e-20   1.0997746e-19   2.1705280e-19   4.1925763e-19   7.9092334e-19
   1.4547852e-18   2.6058654e-18   4.5381074e-18   7.6717504e-18   1.2547803e-17
   1.9770090e-17   2.9859432e-17   4.2959000e-17   5.8526351e-17   7.5375459e-17
   9.1852624e-17   1.0634422e-16   1.1817904e-16   1.2754092e-16   1.3525886e-16
   1.4266588e-16   1.5128003e-16   1.6255215e-16   1.7784486e-16   1.9838838e-16
   2.2519323e-16   2.5891000e-16   3.0011324e-16   3.4875826e-16   4.0478025e-16
   4.6754685e-16   5.3565206e-16   6.0763788e-16   6.8013170e-16   7.5110761e-16
   8.1875500e-16   8.8170043e-16   9.4073016e-16   9.9461578e-16   1.0417644e-15
   1.0782102e-15   1.1009881e-15   1.1115194e-15   1.1109853e-15   1.1112367e-15
   1.1201006e-15   1.1406012e-15   1.1742116e-15   1.2168206e-15   1.2650675e-15
   1.3154876e-15   1.3654170e-15   1.4140711e-15   1.4601125e-15   1.5041783e-15
   1.5463367e-15   1.5872525e-15   1.6286480e-15   1.6703554e-15   1.7140686e-15
   1.7591691e-15   1.8049443e-15   1.8514266e-15   1.8953381e-15   1.9368437e-15
   1.9734721e-15   2.0049662e-15   2.0346268e-15   2.0641640e-15   2.1046774e-15
   2.1654583e-15   2.2616507e-15   2.4145532e-15   2.6437818e-15   2.9835782e-15
   3.4642387e-15   4.1198103e-15   4.9797250e-15   6.0292438e-15   7.2366054e-15
   8.4793848e-15   9.5859952e-15   1.0354057e-14   1.0551292e-14   1.0135188e-14
   9.1220736e-15   7.7259558e-15   6.2285033e-15   4.8151459e-15   3.6193765e-15
   2.6730330e-15   1.9555510e-15   1.4273901e-15   1.0453464e-15   7.7258683e-16
