fe_12
      193.509
      56
      301.000     200
      5.45000      5.45754      5.46508      5.47261      5.48015      5.48769
      5.49523      5.50276      5.51030      5.51784      5.52538      5.53291
      5.54045      5.54799      5.55553      5.56307      5.57060      5.57814
      5.58568      5.59322      5.60075      5.60829      5.61583      5.62337
      5.63090      5.63844      5.64598      5.65352      5.66106      5.66859
      5.67613      5.68367      5.69121      5.69874      5.70628      5.71382
      5.72136      5.72889      5.73643      5.74397      5.75151      5.75905
      5.76658      5.77412      5.78166      5.78920      5.79673      5.80427
      5.81181      5.81935      5.82688      5.83442      5.84196      5.84950
      5.85704      5.86457      5.87211      5.87965      5.88719      5.89472
      5.90226      5.90980      5.91734      5.92487      5.93241      5.93995
      5.94749      5.95502      5.96256      5.97010      5.97764      5.98518
      5.99271      6.00025      6.00779      6.01533      6.02286      6.03040
      6.03794      6.04548      6.05301      6.06055      6.06809      6.07563
      6.08317      6.09070      6.09824      6.10578      6.11332      6.12085
      6.12839      6.13593      6.14347      6.15100      6.15854      6.16608
      6.17362      6.18116      6.18869      6.19623      6.20377      6.21131
      6.21884      6.22638      6.23392      6.24146      6.24899      6.25653
      6.26407      6.27161      6.27915      6.28668      6.29422      6.30176
      6.30930      6.31683      6.32437      6.33191      6.33945      6.34698
      6.35452      6.36206      6.36960      6.37714      6.38467      6.39221
      6.39975      6.40729      6.41482      6.42236      6.42990      6.43744
      6.44497      6.45251      6.46005      6.46759      6.47513      6.48266
      6.49020      6.49774      6.50528      6.51281      6.52035      6.52789
      6.53543      6.54296      6.55050      6.55804      6.56558      6.57312
      6.58065      6.58819      6.59573      6.60327      6.61080      6.61834
      6.62588      6.63342      6.64095      6.64849      6.65603      6.66357
      6.67111      6.67864      6.68618      6.69372      6.70126      6.70879
      6.71633      6.72387      6.73141      6.73894      6.74648      6.75402
      6.76156      6.76910      6.77663      6.78417      6.79171      6.79925
      6.80678      6.81432      6.82186      6.82940      6.83693      6.84447
      6.85201      6.85955      6.86709      6.87462      6.88216      6.88970
      6.89724      6.90477      6.91231      6.91985      6.92739      6.93492
      6.94246      6.95000
       8.0000000
  1.40672e-38  3.17093e-38  7.03795e-38  1.53897e-37  3.31551e-37  7.03530e-37
  1.46967e-36  3.01958e-36  6.10088e-36  1.21384e-35  2.38056e-35  4.60501e-35
  8.79085e-35  1.65618e-34  3.07906e-34  5.65199e-34  1.02533e-33  1.83925e-33
  3.26335e-33  5.72785e-33  9.94342e-33  1.70708e-32  2.90042e-32  4.88006e-32
  8.13398e-32  1.34340e-31  2.19841e-31  3.56384e-31  5.72438e-31  9.11576e-31
  1.43979e-30  2.25623e-30  3.50807e-30  5.41132e-30  8.28021e-30  1.25722e-29
  1.89502e-29  2.83656e-29  4.21682e-29  6.22558e-29  9.12690e-29  1.32854e-28
  1.92088e-28  2.75979e-28  3.94067e-28  5.59263e-28  7.88793e-28  1.10546e-27
  1.53957e-27  2.13144e-27  2.93403e-27  4.01611e-27  5.46606e-27  7.39614e-27
  9.94744e-27  1.33009e-26  1.76868e-26  2.33920e-26  3.07704e-26  4.02549e-26
  5.23616e-26  6.77135e-26  8.70789e-26  1.11378e-25  1.41687e-25  1.79261e-25
  2.25505e-25  2.81975e-25  3.50490e-25  4.33156e-25  5.32300e-25  6.50423e-25
  7.90125e-25  9.53952e-25  1.14439e-24  1.36431e-24  1.61664e-24  1.90405e-24
  2.22884e-24  2.59234e-24  2.99468e-24  3.43563e-24  3.91524e-24  4.43250e-24
  4.98523e-24  5.56897e-24  6.17697e-24  6.80005e-24  7.43036e-24  8.06040e-24
  8.68127e-24  9.28188e-24  9.84902e-24  1.03673e-23  1.08216e-23  1.12039e-23
  1.15074e-23  1.17244e-23  1.18477e-23  1.18694e-23  1.17824e-23  1.15873e-23
  1.12920e-23  1.09049e-23  1.04345e-23  9.88928e-24  9.27777e-24  8.61065e-24
  7.90788e-24  7.18954e-24  6.47215e-24  5.76895e-24  5.09028e-24  4.44404e-24
  3.83859e-24  3.28354e-24  2.78410e-24  2.34161e-24  1.95451e-24  1.61966e-24
  1.33279e-24  1.08974e-24  8.86143e-25  7.17238e-25  5.78219e-25  4.64578e-25
  3.72216e-25  2.97516e-25  2.37349e-25  1.89067e-25  1.50433e-25  1.19600e-25
